Seconds,Time,R-R
44380.6,12:17:01 PM,0.915
44381.483,12:17:01 PM,0.883
44382.327,12:17:02 PM,0.844
44383.161,12:17:03 PM,0.834
44384.009,12:17:04 PM,0.848
44384.852,12:17:05 PM,0.843
44385.666,12:17:06 PM,0.814
44386.446,12:17:06 PM,0.78
44387.206,12:17:07 PM,0.76
44387.947,12:17:08 PM,0.741
44388.674,12:17:09 PM,0.727
44389.415,12:17:09 PM,0.741
44390.159,12:17:10 PM,0.744
44390.925,12:17:11 PM,0.766
44391.75,12:17:12 PM,0.825
44392.678,12:17:13 PM,0.928
44393.603,12:17:14 PM,0.925
44394.519,12:17:15 PM,0.916
44395.457,12:17:15 PM,0.938
44396.411,12:17:16 PM,0.954
44397.269,12:17:17 PM,0.858
44398.088,12:17:18 PM,0.819
44398.963,12:17:19 PM,0.875
44400.026,12:17:20 PM,1.063
44401.171,12:17:21 PM,1.145
44402.292,12:17:22 PM,1.121
44403.388,12:17:23 PM,1.096
44404.42,12:17:24 PM,1.032
44405.46,12:17:25 PM,1.04
44406.501,12:17:27 PM,1.041
44407.566,12:17:28 PM,1.065
44408.591,12:17:29 PM,1.025
44409.66,12:17:30 PM,1.069
44410.699,12:17:31 PM,1.039
44411.688,12:17:32 PM,0.989
44412.707,12:17:33 PM,1.019
44413.745,12:17:34 PM,1.038
44414.797,12:17:35 PM,1.052
44415.85,12:17:36 PM,1.053
44416.88,12:17:37 PM,1.03
44417.871,12:17:38 PM,0.991
44418.831,12:17:39 PM,0.96
44419.802,12:17:40 PM,0.971
44420.777,12:17:41 PM,0.975
44421.681,12:17:42 PM,0.904
44422.568,12:17:43 PM,0.887
44423.471,12:17:43 PM,0.903
44424.407,12:17:44 PM,0.936
44425.414,12:17:45 PM,1.007
44426.437,12:17:46 PM,1.023
44427.491,12:17:48 PM,1.054
44428.603,12:17:49 PM,1.112
44429.741,12:17:50 PM,1.138
44430.884,12:17:51 PM,1.143
44432.022,12:17:52 PM,1.138
44433.123,12:17:53 PM,1.101
44434.229,12:17:54 PM,1.106
44435.297,12:17:55 PM,1.068
44436.396,12:17:56 PM,1.099
44437.449,12:17:57 PM,1.053
44438.552,12:17:59 PM,1.103
44439.681,12:18:00 PM,1.129
44440.839,12:18:01 PM,1.158
44442.038,12:18:02 PM,1.199
44443.191,12:18:03 PM,1.153
44444.406,12:18:04 PM,1.215
44445.609,12:18:06 PM,1.203
44446.807,12:18:07 PM,1.198
44447.974,12:18:08 PM,1.167
44449.163,12:18:09 PM,1.189
44450.36,12:18:10 PM,1.197
44451.533,12:18:12 PM,1.173
44452.705,12:18:13 PM,1.172
44453.822,12:18:14 PM,1.117
44454.957,12:18:15 PM,1.135
44456.004,12:18:16 PM,1.047
44457.102,12:18:17 PM,1.098
44458.182,12:18:18 PM,1.08
44459.305,12:18:19 PM,1.123
44460.437,12:18:20 PM,1.132
44461.572,12:18:22 PM,1.135
44462.758,12:18:23 PM,1.186
44463.875,12:18:24 PM,1.117
44464.99,12:18:25 PM,1.115
44466.052,12:18:26 PM,1.062
44467.139,12:18:27 PM,1.087
44468.225,12:18:28 PM,1.086
44469.281,12:18:29 PM,1.056
44470.312,12:18:30 PM,1.031
44471.35,12:18:31 PM,1.038
44472.4,12:18:32 PM,1.05
44473.425,12:18:33 PM,1.025
44474.489,12:18:35 PM,1.064
44475.488,12:18:36 PM,0.999
44476.474,12:18:36 PM,0.986
44477.419,12:18:37 PM,0.945
44478.338,12:18:38 PM,0.919
44479.31,12:18:39 PM,0.972
44480.343,12:18:40 PM,1.033
44481.386,12:18:41 PM,1.043
44482.513,12:18:43 PM,1.127
44483.624,12:18:44 PM,1.111
44484.751,12:18:45 PM,1.127
44485.876,12:18:46 PM,1.125
44486.937,12:18:47 PM,1.061
44488.021,12:18:48 PM,1.084
44489.112,12:18:49 PM,1.091
44490.187,12:18:50 PM,1.075
44491.276,12:18:51 PM,1.089
44492.339,12:18:52 PM,1.063
44493.433,12:18:53 PM,1.094
44494.511,12:18:55 PM,1.078
44495.598,12:18:56 PM,1.087
44496.692,12:18:57 PM,1.094
44497.727,12:18:58 PM,1.035
44498.811,12:18:59 PM,1.084
44499.865,12:19:00 PM,1.054
44500.9,12:19:01 PM,1.035
44501.969,12:19:02 PM,1.069
44502.994,12:19:03 PM,1.025
44504.082,12:19:04 PM,1.088
44505.191,12:19:05 PM,1.109
44506.322,12:19:06 PM,1.131
44507.49,12:19:08 PM,1.168
44508.605,12:19:09 PM,1.115
44509.763,12:19:10 PM,1.158
44510.844,12:19:11 PM,1.081
44511.926,12:19:12 PM,1.082
44512.976,12:19:13 PM,1.05
44514.028,12:19:14 PM,1.052
44515.084,12:19:15 PM,1.056
44516.129,12:19:16 PM,1.045
44517.201,12:19:17 PM,1.072
44518.206,12:19:18 PM,1.005
44519.236,12:19:19 PM,1.03
44520.265,12:19:20 PM,1.029
44521.233,12:19:21 PM,0.968
44522.176,12:19:22 PM,0.943
44523.118,12:19:23 PM,0.942
44524.021,12:19:24 PM,0.903
44524.933,12:19:25 PM,0.912
44525.873,12:19:26 PM,0.94
44526.811,12:19:27 PM,0.938
44527.755,12:19:28 PM,0.944
44528.737,12:19:29 PM,0.982
44529.662,12:19:30 PM,0.925
44530.599,12:19:31 PM,0.937
44531.563,12:19:32 PM,0.964
44532.505,12:19:33 PM,0.942
44533.524,12:19:34 PM,1.019
44534.573,12:19:35 PM,1.049
44535.596,12:19:36 PM,1.023
44536.631,12:19:37 PM,1.035
44537.65,12:19:38 PM,1.019
44538.684,12:19:39 PM,1.034
44539.709,12:19:40 PM,1.025
44540.69,12:19:41 PM,0.981
44541.701,12:19:42 PM,1.011
44542.666,12:19:43 PM,0.965
44543.691,12:19:44 PM,1.025
44544.786,12:19:45 PM,1.095
44545.878,12:19:46 PM,1.092
44546.962,12:19:47 PM,1.084
44548.03,12:19:48 PM,1.068
44549.082,12:19:49 PM,1.052
44550.111,12:19:50 PM,1.029
44551.093,12:19:51 PM,0.982
44552.042,12:19:52 PM,0.949
44552.962,12:19:53 PM,0.92
44553.828,12:19:54 PM,0.866
44554.688,12:19:55 PM,0.86
44555.544,12:19:56 PM,0.856
44556.38,12:19:56 PM,0.836
44557.243,12:19:57 PM,0.863
44558.122,12:19:58 PM,0.879
44559.011,12:19:59 PM,0.889
44559.987,12:20:00 PM,0.976
44561.011,12:20:01 PM,1.024
44562.061,12:20:02 PM,1.05
44563.15,12:20:03 PM,1.089
44564.216,12:20:04 PM,1.066
44565.31,12:20:05 PM,1.094
44566.41,12:20:06 PM,1.1
44567.501,12:20:08 PM,1.091
44568.575,12:20:09 PM,1.074
44569.59,12:20:10 PM,1.015
44570.577,12:20:11 PM,0.987
44571.567,12:20:12 PM,0.99
44572.565,12:20:13 PM,0.998
44573.644,12:20:14 PM,1.079
44574.72,12:20:15 PM,1.076
44575.774,12:20:16 PM,1.054
44576.835,12:20:17 PM,1.061
44577.867,12:20:18 PM,1.032
44578.853,12:20:19 PM,0.986
44579.786,12:20:20 PM,0.933
44580.768,12:20:21 PM,0.982
44581.776,12:20:22 PM,1.008
44582.784,12:20:23 PM,1.008
44583.733,12:20:24 PM,0.949
44584.672,12:20:25 PM,0.939
44585.662,12:20:26 PM,0.99
44586.705,12:20:27 PM,1.043
44587.696,12:20:28 PM,0.991
44588.789,12:20:29 PM,1.093
44589.884,12:20:30 PM,1.095
44591.039,12:20:31 PM,1.155
44592.193,12:20:32 PM,1.154
44593.346,12:20:33 PM,1.153
44594.512,12:20:35 PM,1.166
44595.623,12:20:36 PM,1.111
44596.753,12:20:37 PM,1.13
44597.84,12:20:38 PM,1.087
44598.901,12:20:39 PM,1.061
44599.963,12:20:40 PM,1.062
44601.003,12:20:41 PM,1.04
44602.024,12:20:42 PM,1.021
44603.05,12:20:43 PM,1.026
44604.099,12:20:44 PM,1.049
44605.152,12:20:45 PM,1.053
44606.186,12:20:46 PM,1.034
44607.222,12:20:47 PM,1.036
44608.277,12:20:48 PM,1.055
44609.315,12:20:49 PM,1.038
44610.333,12:20:50 PM,1.018
44611.353,12:20:51 PM,1.02
44612.35,12:20:52 PM,0.997
44613.306,12:20:53 PM,0.956
44614.202,12:20:54 PM,0.896
44615.106,12:20:55 PM,0.904
44616.01,12:20:56 PM,0.904
44616.913,12:20:57 PM,0.903
44617.808,12:20:58 PM,0.895
44618.705,12:20:59 PM,0.897
44619.571,12:21:00 PM,0.866
44620.472,12:21:00 PM,0.901
44621.37,12:21:01 PM,0.898
44622.231,12:21:02 PM,0.861
44623.128,12:21:03 PM,0.897
44624.035,12:21:04 PM,0.907
44624.895,12:21:05 PM,0.86
44625.742,12:21:06 PM,0.847
44626.602,12:21:07 PM,0.86
44627.427,12:21:07 PM,0.825
44628.257,12:21:08 PM,0.83
44629.114,12:21:09 PM,0.857
44629.973,12:21:10 PM,0.859
44630.887,12:21:11 PM,0.914
44631.796,12:21:12 PM,0.909
44632.722,12:21:13 PM,0.926
44633.682,12:21:14 PM,0.96
44634.588,12:21:15 PM,0.906
44635.447,12:21:15 PM,0.859
44636.312,12:21:16 PM,0.865
44637.212,12:21:17 PM,0.9
44638.152,12:21:18 PM,0.94
44639.129,12:21:19 PM,0.977
44640.074,12:21:20 PM,0.945
44641.06,12:21:21 PM,0.986
44642.044,12:21:22 PM,0.984
44643.009,12:21:23 PM,0.965
44643.919,12:21:24 PM,0.91
44644.818,12:21:25 PM,0.899
44645.719,12:21:26 PM,0.901
44646.609,12:21:27 PM,0.89
44647.533,12:21:28 PM,0.924
44648.475,12:21:28 PM,0.942
44649.427,12:21:29 PM,0.952
44650.353,12:21:30 PM,0.926
44651.309,12:21:31 PM,0.956
44652.268,12:21:32 PM,0.959
44653.174,12:21:33 PM,0.906
44654.089,12:21:34 PM,0.915
44655.018,12:21:35 PM,0.929
44655.968,12:21:36 PM,0.95
44656.889,12:21:37 PM,0.921
44657.89,12:21:38 PM,1.001
44658.905,12:21:39 PM,1.015
44659.899,12:21:40 PM,0.994
44660.895,12:21:41 PM,0.996
44661.844,12:21:42 PM,0.949
44662.72,12:21:43 PM,0.876
44663.588,12:21:44 PM,0.868
44664.457,12:21:44 PM,0.869
44665.338,12:21:45 PM,0.881
44666.273,12:21:46 PM,0.935
44667.246,12:21:47 PM,0.973
44668.237,12:21:48 PM,0.991
44669.26,12:21:49 PM,1.023
44670.258,12:21:50 PM,0.998
44671.274,12:21:51 PM,1.016
44672.292,12:21:52 PM,1.018
44673.306,12:21:53 PM,1.014
44674.347,12:21:54 PM,1.041
44675.368,12:21:55 PM,1.021
44676.425,12:21:56 PM,1.057
44677.507,12:21:58 PM,1.082
44678.581,12:21:59 PM,1.074
44679.699,12:22:00 PM,1.118
44680.78,12:22:01 PM,1.081
44681.894,12:22:02 PM,1.114
44683.007,12:22:03 PM,1.113
44684.118,12:22:04 PM,1.111
44685.231,12:22:05 PM,1.113
44686.296,12:22:06 PM,1.065
44687.374,12:22:07 PM,1.078
44688.451,12:22:08 PM,1.077
44689.483,12:22:09 PM,1.032
44690.547,12:22:11 PM,1.064
44691.619,12:22:12 PM,1.072
44692.717,12:22:13 PM,1.098
44693.814,12:22:14 PM,1.097
44694.879,12:22:15 PM,1.065
44695.978,12:22:16 PM,1.099
44697.094,12:22:17 PM,1.116
44698.183,12:22:18 PM,1.089
44699.279,12:22:19 PM,1.096
44700.34,12:22:20 PM,1.061
44701.383,12:22:21 PM,1.043
44702.419,12:22:22 PM,1.036
44703.411,12:22:23 PM,0.992
44704.39,12:22:24 PM,0.979
44705.334,12:22:25 PM,0.944
44706.22,12:22:26 PM,0.886
44707.071,12:22:27 PM,0.851
44707.95,12:22:28 PM,0.879
44708.84,12:22:29 PM,0.89
44709.717,12:22:30 PM,0.877
44710.648,12:22:31 PM,0.931
44711.59,12:22:32 PM,0.942
44712.527,12:22:33 PM,0.937
44713.505,12:22:34 PM,0.978
44714.489,12:22:35 PM,0.984
44715.462,12:22:35 PM,0.973
44716.465,12:22:36 PM,1.003
44717.441,12:22:37 PM,0.976
44718.429,12:22:38 PM,0.988
44719.411,12:22:39 PM,0.982
44720.366,12:22:40 PM,0.955
44721.329,12:22:41 PM,0.963
44722.304,12:22:42 PM,0.975
44723.263,12:22:43 PM,0.959
44724.242,12:22:44 PM,0.979
44725.227,12:22:45 PM,0.985
44726.225,12:22:46 PM,0.998
44727.249,12:22:47 PM,1.024
44728.245,12:22:48 PM,0.996
44729.29,12:22:49 PM,1.045
44730.357,12:22:50 PM,1.067
44731.399,12:22:51 PM,1.042
44732.465,12:22:52 PM,1.066
44733.529,12:22:54 PM,1.064
44734.554,12:22:55 PM,1.025
44735.548,12:22:56 PM,0.994
44736.546,12:22:57 PM,0.998
44737.522,12:22:58 PM,0.976
44738.416,12:22:58 PM,0.894
44739.295,12:22:59 PM,0.879
44740.187,12:23:00 PM,0.892
44741.113,12:23:01 PM,0.926
44742.028,12:23:02 PM,0.915
44742.921,12:23:03 PM,0.893
44743.836,12:23:04 PM,0.915
44744.728,12:23:05 PM,0.892
44745.595,12:23:06 PM,0.867
44746.47,12:23:06 PM,0.875
44747.364,12:23:07 PM,0.894
44748.261,12:23:08 PM,0.897
44749.116,12:23:09 PM,0.855
44749.948,12:23:10 PM,0.832
44750.763,12:23:11 PM,0.815
44751.595,12:23:12 PM,0.832
44752.437,12:23:12 PM,0.842
44753.322,12:23:13 PM,0.885
44754.227,12:23:14 PM,0.905
44755.094,12:23:15 PM,0.867
44755.974,12:23:16 PM,0.88
44756.87,12:23:17 PM,0.896
44757.802,12:23:18 PM,0.932
44758.791,12:23:19 PM,0.989
44759.817,12:23:20 PM,1.026
44760.861,12:23:21 PM,1.044
44761.89,12:23:22 PM,1.029
44762.93,12:23:23 PM,1.04
44763.946,12:23:24 PM,1.016
44764.913,12:23:25 PM,0.967
44765.836,12:23:26 PM,0.923
44766.743,12:23:27 PM,0.907
44767.611,12:23:28 PM,0.868
44768.424,12:23:28 PM,0.813
44769.228,12:23:29 PM,0.804
44770.001,12:23:30 PM,0.773
44770.744,12:23:31 PM,0.743
44771.488,12:23:32 PM,0.744
44772.223,12:23:32 PM,0.735
44772.941,12:23:33 PM,0.718
44773.671,12:23:34 PM,0.73
44774.388,12:23:34 PM,0.717
44775.091,12:23:35 PM,0.703
44775.801,12:23:36 PM,0.71
44776.487,12:23:37 PM,0.686
44777.186,12:23:37 PM,0.699
44777.878,12:23:38 PM,0.692
44778.557,12:23:39 PM,0.679
44779.253,12:23:39 PM,0.696
44779.951,12:23:40 PM,0.698
44780.644,12:23:41 PM,0.693
44781.348,12:23:41 PM,0.704
44782.039,12:23:42 PM,0.691
44782.728,12:23:43 PM,0.689
44783.423,12:23:43 PM,0.695
44784.109,12:23:44 PM,0.686
44784.804,12:23:45 PM,0.695
44785.489,12:23:46 PM,0.685
44786.173,12:23:46 PM,0.684
44786.862,12:23:47 PM,0.689
44787.549,12:23:48 PM,0.687
44788.234,12:23:48 PM,0.685
44788.923,12:23:49 PM,0.689
44789.612,12:23:50 PM,0.689
44790.301,12:23:50 PM,0.689
44790.991,12:23:51 PM,0.69
44791.705,12:23:52 PM,0.714
44792.416,12:23:52 PM,0.711
44793.131,12:23:53 PM,0.715
44793.848,12:23:54 PM,0.717
44794.567,12:23:55 PM,0.719
44795.288,12:23:55 PM,0.721
44796.021,12:23:56 PM,0.733
44796.755,12:23:57 PM,0.734
44797.515,12:23:58 PM,0.76
44798.284,12:23:58 PM,0.769
44799.048,12:23:59 PM,0.764
44799.84,12:24:00 PM,0.792
44800.641,12:24:01 PM,0.801
44801.44,12:24:01 PM,0.799
44802.256,12:24:02 PM,0.816
44803.053,12:24:03 PM,0.797
44803.865,12:24:04 PM,0.812
44804.676,12:24:05 PM,0.811
44805.468,12:24:05 PM,0.792
44806.279,12:24:06 PM,0.811
44807.067,12:24:07 PM,0.788
44807.872,12:24:08 PM,0.805
44808.699,12:24:09 PM,0.827
44809.512,12:24:10 PM,0.813
44810.351,12:24:10 PM,0.839
44811.178,12:24:11 PM,0.827
44811.971,12:24:12 PM,0.793
44812.814,12:24:13 PM,0.843
44813.664,12:24:14 PM,0.85
44814.492,12:24:15 PM,0.828
44815.35,12:24:15 PM,0.858
44816.194,12:24:16 PM,0.844
44817.037,12:24:17 PM,0.843
44817.894,12:24:18 PM,0.857
44818.722,12:24:19 PM,0.828
44819.605,12:24:20 PM,0.883
44820.497,12:24:21 PM,0.892
44821.417,12:24:21 PM,0.92
44822.397,12:24:22 PM,0.98
44823.348,12:24:23 PM,0.951
44824.319,12:24:24 PM,0.971
44825.263,12:24:25 PM,0.944
44826.165,12:24:26 PM,0.902
44827.081,12:24:27 PM,0.916
44827.956,12:24:28 PM,0.875
44828.832,12:24:29 PM,0.876
44829.748,12:24:30 PM,0.916
44830.626,12:24:31 PM,0.878
44831.564,12:24:32 PM,0.938
44832.552,12:24:33 PM,0.988
44833.549,12:24:34 PM,0.997
44834.585,12:24:35 PM,1.036
44835.603,12:24:36 PM,1.018
44836.649,12:24:37 PM,1.046
44837.698,12:24:38 PM,1.049
44838.711,12:24:39 PM,1.013
44839.731,12:24:40 PM,1.02
44840.706,12:24:41 PM,0.975
44841.622,12:24:42 PM,0.916
44842.513,12:24:43 PM,0.891
44843.406,12:24:43 PM,0.893
44844.335,12:24:44 PM,0.929
44845.322,12:24:45 PM,0.987
44846.303,12:24:46 PM,0.981
44847.35,12:24:47 PM,1.047
44848.409,12:24:48 PM,1.059
44849.439,12:24:49 PM,1.03
44850.465,12:24:50 PM,1.026
44851.443,12:24:51 PM,0.978
44852.422,12:24:52 PM,0.979
44853.36,12:24:53 PM,0.938
44854.287,12:24:54 PM,0.927
44855.232,12:24:55 PM,0.945
44856.148,12:24:56 PM,0.916
44857.05,12:24:57 PM,0.902
44857.943,12:24:58 PM,0.893
44858.767,12:24:59 PM,0.824
44859.597,12:25:00 PM,0.83
44860.431,12:25:00 PM,0.834
44861.271,12:25:01 PM,0.84
44862.127,12:25:02 PM,0.856
44862.995,12:25:03 PM,0.868
44863.889,12:25:04 PM,0.894
44864.713,12:25:05 PM,0.824
44865.546,12:25:06 PM,0.833
44866.401,12:25:06 PM,0.855
44867.238,12:25:07 PM,0.837
44868.123,12:25:08 PM,0.885
44868.993,12:25:09 PM,0.87
44869.9,12:25:10 PM,0.907
44870.817,12:25:11 PM,0.917
44871.7,12:25:12 PM,0.883
44872.604,12:25:13 PM,0.904
44873.492,12:25:14 PM,0.888
44874.345,12:25:14 PM,0.853
44875.248,12:25:15 PM,0.903
44876.158,12:25:16 PM,0.91
44877.039,12:25:17 PM,0.881
44877.986,12:25:18 PM,0.947
44878.882,12:25:19 PM,0.896
44879.802,12:25:20 PM,0.92
44880.668,12:25:21 PM,0.866
44881.519,12:25:22 PM,0.851
44882.393,12:25:22 PM,0.874
44883.234,12:25:23 PM,0.841
44884.087,12:25:24 PM,0.853
44884.934,12:25:25 PM,0.847
44885.764,12:25:26 PM,0.83
44886.632,12:25:27 PM,0.868
44887.517,12:25:28 PM,0.885
44888.392,12:25:28 PM,0.875
44889.312,12:25:29 PM,0.92
44890.224,12:25:30 PM,0.912
44891.155,12:25:31 PM,0.931
44892.097,12:25:32 PM,0.942
44893.029,12:25:33 PM,0.932
44893.999,12:25:34 PM,0.97
44894.949,12:25:35 PM,0.95
44895.881,12:25:36 PM,0.932
44896.807,12:25:37 PM,0.926
44897.696,12:25:38 PM,0.889
44898.6,12:25:39 PM,0.904
44899.509,12:25:40 PM,0.909
44900.386,12:25:40 PM,0.877
44901.289,12:25:41 PM,0.903
44902.186,12:25:42 PM,0.897
44903.098,12:25:43 PM,0.912
44904.029,12:25:44 PM,0.931
44904.94,12:25:45 PM,0.911
44905.882,12:25:46 PM,0.942
44906.819,12:25:47 PM,0.937
44907.726,12:25:48 PM,0.907
44908.641,12:25:49 PM,0.915
44909.517,12:25:50 PM,0.876
44910.367,12:25:50 PM,0.85
44911.246,12:25:51 PM,0.879
44912.113,12:25:52 PM,0.867
44912.974,12:25:53 PM,0.861
44913.851,12:25:54 PM,0.877
44914.691,12:25:55 PM,0.84
44915.55,12:25:56 PM,0.859
44916.444,12:25:56 PM,0.894
44917.347,12:25:57 PM,0.903
44918.254,12:25:58 PM,0.907
44919.141,12:25:59 PM,0.887
44920.064,12:26:00 PM,0.923
44920.953,12:26:01 PM,0.889
44921.811,12:26:02 PM,0.858
44922.625,12:26:03 PM,0.814
44923.43,12:26:03 PM,0.805
44924.244,12:26:04 PM,0.814
44925.079,12:26:05 PM,0.835
44925.931,12:26:06 PM,0.852
44926.773,12:26:07 PM,0.842
44927.642,12:26:08 PM,0.869
44928.495,12:26:09 PM,0.853
44929.339,12:26:09 PM,0.844
44930.19,12:26:10 PM,0.851
44931.026,12:26:11 PM,0.836
44931.871,12:26:12 PM,0.845
44932.739,12:26:13 PM,0.868
44933.607,12:26:14 PM,0.868
44934.445,12:26:14 PM,0.838
44935.248,12:26:15 PM,0.803
44936.052,12:26:16 PM,0.804
44936.868,12:26:17 PM,0.816
44937.726,12:26:18 PM,0.858
44938.633,12:26:19 PM,0.907
44939.532,12:26:20 PM,0.899
44940.465,12:26:20 PM,0.933
44941.433,12:26:21 PM,0.968
44942.386,12:26:22 PM,0.953
44943.367,12:26:23 PM,0.981
44944.411,12:26:24 PM,1.044
44945.435,12:26:25 PM,1.024
44946.5,12:26:27 PM,1.065
44947.567,12:26:28 PM,1.067
44948.69,12:26:29 PM,1.123
44949.814,12:26:30 PM,1.124
44950.944,12:26:31 PM,1.13
44951.953,12:26:32 PM,1.009
44952.934,12:26:33 PM,0.981
44953.822,12:26:34 PM,0.888
44954.714,12:26:35 PM,0.892
44955.59,12:26:36 PM,0.876
44956.473,12:26:36 PM,0.883
44957.359,12:26:37 PM,0.886
44958.234,12:26:38 PM,0.875
44959.144,12:26:39 PM,0.91
44959.997,12:26:40 PM,0.853
44960.88,12:26:41 PM,0.883
44961.769,12:26:42 PM,0.889
44962.663,12:26:43 PM,0.894
44963.506,12:26:44 PM,0.843
44964.386,12:26:44 PM,0.88
44965.242,12:26:45 PM,0.856
44966.066,12:26:46 PM,0.824
44966.888,12:26:47 PM,0.822
44967.717,12:26:48 PM,0.829
44968.532,12:26:49 PM,0.815
44969.42,12:26:49 PM,0.888
44970.365,12:26:50 PM,0.945
44971.385,12:26:51 PM,1.02
44972.45,12:26:52 PM,1.065
44973.415,12:26:53 PM,0.965
44974.406,12:26:54 PM,0.991
44975.414,12:26:55 PM,1.008
44976.444,12:26:56 PM,1.03
44977.506,12:26:58 PM,1.062
44978.56,12:26:59 PM,1.054
44979.677,12:27:00 PM,1.117
44980.859,12:27:01 PM,1.182
44982.074,12:27:02 PM,1.215
44983.269,12:27:03 PM,1.195
44984.479,12:27:04 PM,1.21
44985.673,12:27:06 PM,1.194
44986.807,12:27:07 PM,1.134
44987.968,12:27:08 PM,1.161
44989.029,12:27:09 PM,1.061
44990.102,12:27:10 PM,1.073
44991.212,12:27:11 PM,1.11
44992.307,12:27:12 PM,1.095
44993.401,12:27:13 PM,1.094
44994.47,12:27:14 PM,1.069
44995.548,12:27:16 PM,1.078
44996.611,12:27:17 PM,1.063
44997.663,12:27:18 PM,1.052
44998.745,12:27:19 PM,1.082
45004.857,12:27:20 PM,1.109
45005.941,12:27:21 PM,1.084
45006.946,12:27:22 PM,1.005
45007.93,12:27:23 PM,0.984
45008.873,12:27:24 PM,0.943
45009.698,12:27:25 PM,0.825
45010.534,12:27:26 PM,0.836
45011.375,12:27:26 PM,0.841
45012.223,12:27:27 PM,0.848
45013.067,12:27:28 PM,0.844
45014.046,12:27:29 PM,0.979
45015.043,12:27:30 PM,0.997
45016.172,12:27:31 PM,1.129
45017.177,12:27:32 PM,1.005
45018.176,12:27:33 PM,0.999
45019.191,12:27:34 PM,1.015
45020.14,12:27:35 PM,0.949
45021.115,12:27:36 PM,0.975
45022.083,12:27:37 PM,0.968
45023.014,12:27:38 PM,0.931
45023.912,12:27:39 PM,0.898
45024.757,12:27:40 PM,0.845
45025.623,12:27:41 PM,0.866
45026.49,12:27:42 PM,0.867
45027.378,12:27:42 PM,0.888
45028.273,12:27:43 PM,0.895
45029.222,12:27:44 PM,0.949
45030.291,12:27:45 PM,1.069
45031.384,12:27:46 PM,1.093
45032.476,12:27:47 PM,1.092
45033.514,12:27:49 PM,1.038
45034.465,12:27:49 PM,0.951
45035.386,12:27:50 PM,0.921
45036.336,12:27:51 PM,0.95
45037.326,12:27:52 PM,0.99
45038.355,12:27:53 PM,1.029
45039.355,12:27:54 PM,1
45040.261,12:27:55 PM,0.906
45041.139,12:27:56 PM,0.878
45042.076,12:27:57 PM,0.937
45043.03,12:27:58 PM,0.954
45044.02,12:27:59 PM,0.99
45044.986,12:28:00 PM,0.966
45045.982,12:28:01 PM,0.996
45046.96,12:28:02 PM,0.978
45047.881,12:28:03 PM,0.921
45048.778,12:28:04 PM,0.897
45049.702,12:28:05 PM,0.924
45050.626,12:28:06 PM,0.924
45051.623,12:28:07 PM,0.997
45052.649,12:28:08 PM,1.026
45053.588,12:28:09 PM,0.939
45054.509,12:28:10 PM,0.921
45055.461,12:28:10 PM,0.952
45056.416,12:28:11 PM,0.955
45057.375,12:28:12 PM,0.959
45058.294,12:28:13 PM,0.919
45059.174,12:28:14 PM,0.88
45060.092,12:28:15 PM,0.918
45061.07,12:28:16 PM,0.978
45062.138,12:28:17 PM,1.068
45063.195,12:28:18 PM,1.057
45064.236,12:28:19 PM,1.041
45065.281,12:28:20 PM,1.045
45066.32,12:28:21 PM,1.039
45067.3,12:28:22 PM,0.98
45068.212,12:28:23 PM,0.912
45069.131,12:28:24 PM,0.919
45070.079,12:28:25 PM,0.948
45071.086,12:28:26 PM,1.007
45072.143,12:28:27 PM,1.057
45073.247,12:28:28 PM,1.104
45074.273,12:28:29 PM,1.026
45075.293,12:28:30 PM,1.02
45076.304,12:28:31 PM,1.011
45077.337,12:28:32 PM,1.033
45078.344,12:28:33 PM,1.007
45079.311,12:28:34 PM,0.967
45080.263,12:28:35 PM,0.952
45081.226,12:28:36 PM,0.963
45082.27,12:28:37 PM,1.044
45083.328,12:28:38 PM,1.058
45084.35,12:28:39 PM,1.022
45085.377,12:28:40 PM,1.027
45086.379,12:28:41 PM,1.002
45087.36,12:28:42 PM,0.981
45088.328,12:28:43 PM,0.968
45089.253,12:28:44 PM,0.925
45090.127,12:28:45 PM,0.874
45091.054,12:28:46 PM,0.927
45092.019,12:28:47 PM,0.965
45092.973,12:28:48 PM,0.954
45093.896,12:28:49 PM,0.923
45094.849,12:28:50 PM,0.953
45095.772,12:28:51 PM,0.923
45096.736,12:28:52 PM,0.964
45097.713,12:28:53 PM,0.977
45098.662,12:28:54 PM,0.949
45099.604,12:28:55 PM,0.942
45100.518,12:28:56 PM,0.914
45101.422,12:28:56 PM,0.904
45102.304,12:28:57 PM,0.882
45103.147,12:28:58 PM,0.843
45103.999,12:28:59 PM,0.852
45104.867,12:29:00 PM,0.868
45105.737,12:29:01 PM,0.87
45106.604,12:29:02 PM,0.867
45107.462,12:29:02 PM,0.858
45108.335,12:29:03 PM,0.873
45109.235,12:29:04 PM,0.9
45110.153,12:29:05 PM,0.918
45111.109,12:29:06 PM,0.956
45112.08,12:29:07 PM,0.971
45113.024,12:29:08 PM,0.944
45113.933,12:29:09 PM,0.909
45114.831,12:29:10 PM,0.898
45115.716,12:29:11 PM,0.885
45116.61,12:29:12 PM,0.894
45117.471,12:29:12 PM,0.861
45118.342,12:29:13 PM,0.871
45119.227,12:29:14 PM,0.885
45120.148,12:29:15 PM,0.921
45121.103,12:29:16 PM,0.955
45122.038,12:29:17 PM,0.935
45123.002,12:29:18 PM,0.964
45123.949,12:29:19 PM,0.947
45124.845,12:29:20 PM,0.896
